Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,company_name,website,contact,adress,no_recruited,img_url,sus_score,diversity_inc,description,password,email
10,10,10,White October ï¿½ Oxford web & mobile app developers,http://www.whiteoctober.co.uk/ ,"441,202,069,308","White October ï¿½ Oxford web & mobile app developers, 3 The Gallery, 54 Marston St, Oxford OX4 1LF, United Kingdom",8,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,9.16,True," White October is a leading web and mobile app development agency based in Oxford, UK. We work with a range of clients from small startups to large enterprise organisations, and our team of developers have the skills and experience to deliver high-quality, innovative solutions that meet the needs of your business. We specialise in developing custom software solutions, as well as offering a range of services including web design, mobile app development, and cloud computing. We also offer consultancy and training services to help you get the most out of your technology investments.  At White October, we believe in building long-term relationships with our clients, and we take a collaborative approach to our work. We work closely with you to understand your business goals and requirements, and we",123456,whiteoctober@gmail.com
11,11,11,British Software Development,https://www.britishsoftware.co/ ,"441,143,491,294","British Software Development, THIS Workspace, 18 Albert Rd, Bournemouth BH1 1BZ, UK",3,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,9.31,False," company We are a British software development company based in London. We have a team of experienced developers who are experts in creating bespoke software solutions for businesses of all sizes. We specialize in web and mobile development, and we are committed to delivering high-quality products that meet the specific needs of our clients. We have a strong focus on customer satisfaction, and we work closely with our clients to ensure that their expectations are met and that they are happy with the final product. If you are looking for a reliable and experienced software development partner, then look no further than us.",123456,britishsoftware@gmail.com
12,12,12,Alcium Software,http://www.alciumsoftware.com/ ,"441,413,522,280","Alcium Software, Alcium House, 6b Churchill Way, Chapeltown, Sheffield S35 2PY, United Kingdom",1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,8.51,True," Alcium Software is a team of passionate Salesforce experts and business consultants who understand your business and put your success at the heart of our solutions. We specialize in providing Salesforce implementation, integration, migration, customization, and support services to our clients.  Alcium Software has helped hundreds of companies of all sizes and industries to streamline their business processes and increase their productivity and efficiency using Salesforce. We have a team of certified Salesforce experts who have extensive experience in implementing Salesforce and helping businesses to get the most out of their investment.  We understand that every business is unique and has its own set of requirements and challenges. That's why we take a personalized approach to every project and work closely with our clients to understand their specific needs and requirements. We",123456,alciumsoftware@gmail.com
13,13,13,Pulsion Technology,http://www.pulsion.co.uk/ ,+44 20 7099 6399,"Pulsion Technology, Craighall Business Park, 5 Eagle St, Glasgow G4 9XA, UK",9,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,6.33,True," Pulsion is a leading provider of advanced IT security solutions for enterprises, small businesses, and consumers. The company's products include the award-winning Pulsion Security Suite, a comprehensive suite of security solutions that helps organizations protect their networks, endpoints, and data from the latest cyber threats. Pulsion also offers a range of professional services, including consulting, training, and support, to help customers maximize the value of their IT investments.",123456,pulsion@gmail.com
14,14,14,HeadChannel Ltd,https://www.headchannel.co.uk/ ,"448,456,436,229","HeadChannel Ltd, 71 Central Street, FORA, London EC1V 8AB, United Kingdom",3,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,7.76,False," headchannel Ltd is an award-winning, global video production company that specializes in creating high-quality, engaging content for brands and businesses. We are a team of experienced professionals who are passionate about storytelling and using the power of video to communicate messages in a meaningful and impactful way.  At headchannel, we believe that video is one of the most powerful tools for communication and marketing. We use our expertise and creativity to help our clients tell their stories and connect with their audiences in a meaningful and memorable way. We work with a variety of clients, from startups to large corporations, and we tailor our services to meet the specific needs and goals of each project.  We offer a full range of video production services, including concept development",123456,headchannel@gmail.com
15,15,15,Geeks,http://www.geeks.ltd.uk/ ,"441,273,455,706","Geeks, 66a London Rd, Morden SM4 5BE, UK",5,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,4.52,True," Geekcert – Most Reliable IT Certification Exam Preparation Provider  Geekcert provides the most up to date and accurate IT Certification exam preparation material. The products are in PDF format. Geekcert makes sure that you prepare your IT certification exam in short time.  With the aid of our IT exam material, you can easily pass your certification exam on the first attempt. Geekcert have more than 10,000 satisfied customers who have used our products and passed their IT Certification exam in the first attempt.  Our material gives you the easiest and quickest way to get IT Certification. Geekcert provides all study material, which is relevant to pass your IT Certification Exam. Geekcert is a well-known and established name in the",123456,geeks@gmail.com
16,16,16,"EKO UK ï¿½ Magento, Membership & Cloud Software Development UK",http://www.ekouk.com/ ,+44 20 3772 8966,"EKO UK ï¿½ Magento, Membership & Cloud Software Development UK, 35 High St, Shoreham-by-Sea BN43 5DD, UK",7,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,9.32,False," Eko UK are a leading Magento development company in the UK specialising in custom magento development, magento support and maintenance and magento upgrades. We are based in the heart of London and are a certified Magento partner. Our clients include household names and leading brands across a range of sectors including retail, travel, recruitment, finance and business services. We are experts in magento, membership and cloud software development. We work with our clients to understand their business and create the best technology to fit with their requirements. Get in touch with our team today to discuss your requirements.",123456,ekouk@gmail.com
17,17,17,Alpine Interactive,http://www.alpineinteractive.co.uk/ ,+44 20 3117 0610,"Alpine Interactive, 22 Old Queen St, Westminster, London SW1H 9HP, UK",9,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,7.64,True," Alpine Interactive is a leading digital marketing agency that helps companies grow. We offer a full range of digital marketing services, including SEO, PPC, social media, and web design. We have a team of experienced digital marketers who are dedicated to helping our clients achieve their business goals. We have a proven track record of success and have helped countless businesses grow. If you're looking for a digital marketing agency that can help your business grow, then look no further than Alpine Interactive.",123456,alpineinteractive@gmail.com
18,18,18,Everlution Software Ltd.,http://www.everlution.com/ ,"441,618,830,500","Everlution Software Ltd., 6-8 Cole St, London SE1 4YH, UK",3,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,2.01,True," Everlution Software is a global company dedicated to creating powerful, intuitive tools that help individuals and organizations achieve more. We believe that great software should be accessible to everyone, regardless of technical ability or budget. Our products are designed to be easy to use, yet still offer the flexibility and power needed for even the most demanding applications. With a focus on innovation and customer service, we strive to provide the best possible experience for our users.",123456,everlution@gmail.com
19,19,19,CodeFirst,http://www.codefirst.net/ ,"441,509,611,341","CodeFirst, 51 Lever St, Manchester M1 1FN, UK",5,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,3.09,True," Codefirst is a leading global IT company providing end-to-end software development and support. We help businesses and organizations to digitize their operations and processes, improve their efficiency, and create new opportunities for growth. We work with our clients to understand their business goals and needs, and to develop innovative solutions that deliver results.  Our team of experienced developers, designers, and engineers have the expertise and knowledge to tackle any project, no matter how complex. We are committed to delivering high-quality solutions that meet the highest standards of excellence. We are passionate about technology and strive to stay at the forefront of the industry, continuously learning and evolving to meet the ever-changing needs of our clients.  We are proud to have a",123456,codefirst@gmail.com
20,20,20,Impero Software (UK),https://www.imperosoftware.com/uk/ ,"441,753,213,700","Impero Software (UK), Oak House, Mere Way, Ruddington Fields Business Park, Mere Way, Nottingham NG11 6JS, United Kingdom",6,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,4.81,True," Impero Software is a global provider of remote monitoring and management software. Impero Software is the developer of Impero EdLink, a ground-breaking remote monitoring and management software solution for education. Impero EdLink enables centralized and remote management of every device on an OS, including Windows, Chrome, Linux, iOS, and macOS.  Impero software was created in 2002 and now has over 1,500 customers worldwide. Impero's customers include some of the world's leading education establishments, such as The University of Oxford, Pittsburg State University, Arizona State University, and Miami Dade County Public Schools.  Impero Software is a Microsoft Gold Partner and has been featured in the Gartner Magic Quadrant for three consecutive",123456,imperosoftware@gmail.com
21,21,21,Avco Systems Ltd,http://www.avcosystems.com/ ,"441,412,485,750","Avco Systems Ltd, 17 Bath Rd, Slough SL1 3UF, UK",4,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,6.01,True," Avco Systems Ltd is a privately owned UK based company formed in 1983. We are a precision engineering company manufacturing and supplying a wide range of quality assured threaded products, including inserts, studs and threaded bar. We have a range of over 3000 products in self tapping and cutting threads in Metric, BA and UNC. We offer a wide range of materials including Stainless Steel,  Nylon,  Brass,  Steel and  Aluminium. We can also offer secondary operations on our threaded products and manufacture specials to your requirements.",123456,avcosystems@gmail.com
22,22,22,Talon Business Solutions,http://www.talonsys.co.uk/ ,+44 20 7096 1480,"Talon Business Solutions, Thomson House, 8 Minerva Way, Glasgow G3 8AU, UK",9,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,6.17,True," Talon Business Solutions is a global professional services firm that provides advisory and outsourcing services to companies in the aerospace and defense, energy, financial services, healthcare, telecommunications, technology, and other industries. Talon's services include strategy and organizational consulting, operational improvement and cost-reduction, and information technology and business process outsourcing. The company has offices in the United States, Canada, and the United Kingdom.",123456,talonsys@gmail.com
23,23,23,ANGLER UK,http://angleritech.co.uk/ ,"441,162,706,591","ANGLER UK, Brookwood House, 84 Brookwood Rd, London SW18 5BY, UK",2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,8.91,True," We are Angler, a strategy and innovation company from the UK. We help brands and organizations to discover new opportunities, create new products, services and businesses. We help companies become more agile and launch new ventures. We do this by providing consulting, training and workshops. We work with ambitious companies from all industries and regions to provide services in strategy, innovation and business transformation.",123456,co@gmail.com
24,24,24,Atom Engine Ltd,http://www.atomengine.co.uk/ ,"9,990,044,777","Atom Engine Ltd, 120 Queens Rd, Leicester LE2 3FL, UK",5,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,7.23,True," Atom Engine Ltd. is a startup company that is developing a new type of engine that uses nuclear fusion to generate electricity. The company was founded in 2020 by a team of engineers and scientists who are passionate about developing clean energy technologies. The company is currently working on developing a prototype of its engine and plans to begin testing it in the coming years. The company is also working on developing a business model for its engine, which it plans to commercialize in the coming years.",123456,atomengine@gmail.com
25,25,25,magostech,http://www.magostech.com/ ,"441,132,424,001","magostech, 220 Farnham Rd, Slough SL1 4XQ, UK",5,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,1.75,False," Magostech Ltd is a Kenyan company dealing with manufacture and sale of Magnetic products. We are the leading supplier of magnets in Kenya and East Africa. We also deal with natural stones. We are also the leading supplier of permanent magnets like neodymium magnets, alnico magnets, SmCo magnets, ferrite magnets, and flexible magnets. Our strength is quality, affordability, and durability of our products.  Magostech Ltd was incorporated in 2010, and since then, we have been supplying quality magnets to corporate and individual customers. We have also been able to provide technical support to our customers on the selection and application of our products.  We also supply magnetic products such",123456,magostech@gmail.com
26,26,26,Redev Ltd,http://www.redev.co.uk/ ,"441,865,580,363","Redev Ltd, 30-38 Dock St, Leeds LS10 1JF, UK",4,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,6.41,True," Redev is a privately held real estate development company that specializes in the acquisition, development, and management of high-quality real estate projects in the greater Philadelphia region. Redev has a long and successful track record of developing and managing a wide range of real estate projects, including office, industrial, retail, and mixed-use properties. The company is known for its ability to identify and capitalize on attractive real estate investment opportunities, and for its expertise in managing complex development projects from start to finish. Redev has a strong reputation in the industry for its commitment to excellence and for its focus on creating value for its clients and partners.",123456,redev@gmail.com
27,27,27,"Iclouds ï¿½ Oxford Web, App, Software Developers",http://www.iclouds.co.uk/ ,+44 20 3141 9800,"Iclouds ï¿½ Oxford Web, App, Software Developers, 174 c Bullingdon Rd, Oxford OX4 1UE, UK",8,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,5.85,True," The Oxford Web, App, and Software Developers of iclouds are experts in the development of bespoke software applications. With over 10 years of experience, they have worked with a wide range of businesses and organizations to create innovative and effective solutions. From web and mobile apps to custom software, they have the expertise and experience to deliver the perfect solution for your business. They also offer a range of other services, including website design and development, digital marketing, and IT support.",123456,iclouds@gmail.com
28,28,28,Chelsea Apps Factory,http://www.chelsea-apps.com/ ,"448,702,959,693","Chelsea Apps Factory, 10 Lindsey St, Clerkenwell, London EC1A 9HP, UK",0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,0.51,True," Chelsea Apps Factory is a mobile app development company that specializes in creating apps for businesses and organizations. We have a team of experienced developers who are dedicated to creating high-quality, user-friendly apps that meet the specific needs of our clients. We offer a range of services, including app design, development, and marketing, to help our clients reach their target audience and achieve their business goals. We are committed to providing our clients with the best possible service and to helping them make the most of their mobile presence.",123456,chelsea-apps@gmail.com
29,29,29,King Creation Ltd,http://www.kingcreation.co.uk/ ,"441,189,357,294","King Creation Ltd, The Quadrant, 2440 Aztec W, Almondsbury, Bristol BS32 4AQ, UK",1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,1.08,True," King Creation Ltd is a professional manufacturer of all kinds of gifts and crafts, integrating development and production together. Our main products include lapel pins, badges, key chains, medals, coins, bottle openers, cufflinks, tie bars, nameplates, soft pvc items and other promotional gifts and crafts. We also provide customization service to help you create a good corporate image and satisfy your promotional needs.  All of our products comply with international quality standards and are greatly appreciated in a variety of different markets throughout the world. Our well-equipped facilities and excellent quality control throughout all stages of production enable us to guarantee total customer satisfaction.  As a result of our high-quality products and outstanding customer service, we have",123456,kingcreation@gmail.com
30,30,30,Liquid Modules Ltd,http://www.liquidmodules.com/ ,"441,904,428,600","Liquid Modules Ltd, Whiteknights Rd, Reading RG6 7BD, UK",8,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,7.78,True," Liquid Modules is a company specialized in the production of equipment for the pharmaceutical, biopharmaceutical and cosmetic industries. The company was established in 2003 as a response to the demand for high-quality production equipment on the market. Liquid Modules designs and manufactures stainless steel tanks, process equipment, and complete production lines.  Our offer includes process equipment such as mixers, dissolvers, homogenizers, pumps, and CIP systems. We design and manufacture stainless steel tanks, pressure vessels, storage tanks, and complete process lines. All equipment can be designed and manufactured according to the ASME, PED, GMP, or FDA standards.  Liquid Modules exports its products to the markets",123456,liquidmodules@gmail.com
31,31,31,HCI Limited,http://www.hciyork.co.uk/ ,"441,412,184,422","HCI Limited, 3 Innovation Cl, Heslington, York YO10 5ZF, UK",3,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,4.7,True," HCI Limited is a proudly South African company with a vision to be a world-class IT solutions and services company. The company offers innovative, secure, and open technology platforms, including IT infrastructure, networking, converged communications, and managed services solutions. These solutions are complemented by a range of associated services, including strategic consulting, integration, and support services. HCI's world-class technology partners include Cisco, IBM, Microsoft, and Oracle. The company has built a strong reputation for service excellence and innovation, and is the partner of choice for many of South Africa's leading corporate and government organizations.",123456,hciyork@gmail.com
32,32,32,Adeo Group,http://www.adeogroup.co.uk/ ,"448,456,444,200","Adeo Group, 71 Oxford St, Glasgow G5 9EP, UK",4,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,3.1,True," adeo is a staffing agency that specializes in the placement of professionals in the fields of accounting, finance, and information technology. We provide temporary, temporary-to-hire, and direct hire staffing services to businesses of all sizes, as well as career coaching and resume writing services to job seekers. Our team of experienced recruiters works closely with each client and candidate to understand their unique needs and goals, and to find the perfect match for both parties. We are committed to providing the highest level of service and satisfaction to our clients and candidates, and we strive to build lasting relationships with both. If you are looking for a staffing agency that you can trust to find the best talent for your business or to help you take the next step in your career",123456,adeogroup@gmail.com
33,33,33,ITCS (UK) Ltd,http://www.itcs.co.uk/ ,"448,456,890,896","ITCS (UK) Ltd, North Road Bridge End Industrial Estate Estate, 1 North Rd, Bridgend CF31 3TP, UK",1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,1.55,True," ITCS (UK) Ltd provides managed IT services, infrastructure support and development, and cyber security to businesses across the UK. We're a Microsoft Gold Partner and have been delivering cutting-edge technology and excellent customer service since our launch in 1993. We work with a wide range of sectors, including logistics, finance, manufacturing, and pharmaceuticals, to help businesses make the most of their IT and achieve their business goals. From day-to-day support to cloud migration and network security, we're here to help you make the most of your IT. We're based in the Midlands but work with clients across the UK. Our friendly, highly trained team is on hand to help you make the most of your IT.",123456,itcs@gmail.com
34,34,34,Neontribe,http://www.neontribe.co.uk/ ,"441,202,611,711","Neontribe, 21 Colegate, Norwich NR3 1BN, UK",9,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,6.11,True," Neontribe is a digital innovation company with offices in the UK and South Africa. We're a team of strategists, designers, and engineers who work with our clients to create impactful and meaningful digital products and services. We believe that great design is at the heart of every successful digital product or service. We use a user-centered design process to create products and services that are not only visually appealing but also easy to use and understand. We work with our clients to understand their business goals and create products and services that will help them achieve those goals. We also help our clients to develop their own digital capabilities so that they can continue to innovate and grow in the digital age.",123456,neontribe@gmail.com
35,35,35,Chittak ï¿½ Web Development in Bournemouth,http://www.chittak.co.uk/ ,+44 20 7562 6827,"Chittak ï¿½ Web Development in Bournemouth, 70 Malmesbury Park Rd, Bournemouth BH8 8PJ, UK",7,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,4.68,True," Chittak IT Solutions is a professional IT services company based in Bournemouth, Dorset. We offer a wide range of web development, design and IT support services to businesses and individuals across the UK. Our team of experienced developers and designers are dedicated to providing high-quality, cost-effective solutions that meet the needs of our clients. We are committed to delivering exceptional customer service and ensuring that our clients receive the best possible results. Contact us today to find out how we can help you with your IT needs!",123456,chittak@gmail.com
36,36,36,Oracle,https://www.oracle.com/uk/index.html ,"441,344,388,019","Oracle, Pavilion B, Melton Court, Gibson Ln, North Ferriby HU14 3HH, UK",0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,9.32,True," consulting Oracle Consulting is a global business advisory and technology services firm. We are the largest independent consultant in the world with more than 50,000 consultants worldwide. We help companies improve their performance by providing strategic and operational advice, as well as implementing technology solutions. We work with organizations in all industries, including financial services, healthcare, manufacturing, and more.",123456,oracle@gmail.com
37,37,37,Step Up Software Ltd,http://www.stepupsoftware.co.uk/ ,"441,732,824,700","Step Up Software Ltd, Bracknell Enterprise & Innovation Hub, Ocean House, Bracknell RG12 1AX, United Kingdom",3,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,1.31,True," Step Up Software is a custom software development company with over 10 years of experience in providing quality and cost-effective software development services to a global clientele. We are an ISO 9001:2015 certified company that has a dedicated team of over 150 software professionals with proficiency in web and mobile app development, blockchain development, UI/UX design, and quality assurance. Our team follows an agile development methodology to deliver innovative solutions that are scalable and reliable. We have a strong presence in major cities like San Francisco, Irvine, New York, Chicago, Dallas, London, Berlin, and Sydney.",123456,stepupsoftware@gmail.com
